مشخصه,نام درس,مقطع کلاس,نظری,نوع عملی,نوع عملی,جنسیت,گروه کلاس,باقي مانده,ساعت کلاس,ساعت امتحان,ت امتحان,نام استاد,گروه بندی
10100,رياضي عمومي 1  ,کارشناسي,  3,--,--,مختلط, ,1,پنج شنـبه16:15 14:00 کلاس a6,16:30,"
24/03/99
",گودرزي حجت اله, —— 
10102,رياضي عمومي 1  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس 114b,10:30,"
24/03/99
",رحيميان محمد, —— 
10104,رياضي عمومي 1  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه16:15 14:00 کلاس 114b,16:30,"
24/03/99
",محسني زاده محمدرضا, —— 
10107,رياضي عمومي 1  ,کارشناسي,  3,--,--,مختلط, ,0,پنج شنـبه19:00 16:30 کلاس a2,16:30,"
24/03/99
",سجادي راد عليادخت, —— 
10113,رياضي عمومي 1  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس 120b,16:30,"
24/03/99
",كلهر امير, —— 
10115,رياضي عمومي 1  ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه10:15 08:00 کلاس 120b,08:00,"
25/03/99
",ميثم منتظر, —— 
10118,رياضي عمومي 1  ,کارشناسي,  3,--,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس a2,16:30,"
24/03/99
",سجادي راد عليادخت, —— 
10120,رياضي عمومي 1  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه10:15 08:00 کلاس a3,16:30,"
24/03/99
",مهشيد ميركيسان, —— 
10123,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,3,پنج شنـبه16:15 14:00 کلاس 120b,14:00,"
29/03/99
",سادات حسيني سيده بنت الهدي, —— 
10125,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,24,يکشنـــبه10:15 08:00 کلاس a1,10:30,"
29/03/99
",خاتمي حميدرضا, —— 
10126,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,16,يکشنـــبه16:15 14:00 کلاس a1,10:30,"
29/03/99
",خاتمي حميدرضا, —— 
10128,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس a1,08:00,"
29/03/99
",ارژنگ اصغر, —— 
10132,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,20,چهار شنبه16:15 14:00 کلاس 6علوم,14:00,"
29/03/99
",شجاعي بهروز, —— 
10134,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه16:15 14:00 کلاس 114b,16:30,"
31/03/99
",يوسفي اسماعيل, —— 
10139,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,34,سه شنبــه10:15 08:00 کلاس a2,10:30,"
29/03/99
",خاتمي حميدرضا, —— 
11123,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,پنج شنـبه12:45 10:30 کلاس 120b,14:00,"
29/03/99
",صفري فرزانه, —— 
11125,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,3,شنبـــــه19:00 16:30 کلاس a1,16:30,"
29/03/99
",صمدپورخليفه محله وحيد, —— 
11127,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه19:00 16:30 کلاس a1,16:30,"
29/03/99
",محمودي كليان فاطمه, —— 
11129,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,8,پنج شنـبه18:45 16:30 کلاس 7علوم,14:00,"
29/03/99
",شجاعي بهروز, —— 
11131,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس a3,08:00,"
31/03/99
",مقصودي شورابي داود, —— 
10127,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس a1,08:00,"
29/03/99
",ارژنگ اصغر, —— 
10130,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه10:15 08:00 کلاس a3,08:00,"
31/03/99
",مقصودي شورابي داود, —— 
10133,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,2,شنبـــــه10:15 08:00 کلاس a2,10:30,"
29/03/99
",خضرلو سعيد, —— 
10138,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,5,چهار شنبه19:00 16:30 کلاس a4,16:30,"
29/03/99
",صمدپورخليفه محله وحيد, —— 
10141,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,2,شنبـــــه10:15 08:00 کلاس 1علوم,14:00,"
29/03/99
",فرخي هرسيني پروانه, —— 
11124,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,3,پنج شنـبه19:00 16:30 کلاس 120b,14:00,"
29/03/99
",سادات حسيني سيده بنت الهدي, —— 
11126,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,22,يکشنـــبه12:45 10:30 کلاس a1,10:30,"
29/03/99
",خاتمي حميدرضا, —— 
11128,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه12:45 10:30 کلاس a1,08:00,"
29/03/99
",ارژنگ اصغر, —— 
11130,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه19:00 16:30 کلاس a1,14:00,"
29/03/99
",دره شيري شايسته, —— 
11132,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس 1علوم,16:30,"
29/03/99
",فرخي هرسيني پروانه, —— 
11133,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,2,چهار شنبه19:00 16:30 کلاس a1,16:30,"
29/03/99
",اسلامي ربابه, —— 
11135,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه19:00 16:30 کلاس a2,16:30,"
29/03/99
",ميروكيلي منيرالسادات, —— 
11137,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه12:45 10:30 کلاس a2,08:00,"
31/03/99
",مقصودي شورابي داود, —— 
11139,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه12:45 10:30 کلاس a2,08:00,"
31/03/99
",مومن نژاداسطلكي زهرا, —— 
11141,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه12:45 10:30 کلاس 1علوم,14:00,"
29/03/99
",فرخي هرسيني پروانه, —— 
91335,رياضيات مهندسي  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه18:45 16:30 کلاس 301f,10:30,"
03/04/99
",هاشمي زاده الهام السادات, —— 
91337,رياضيات مهندسي  ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس a4,10:30,"
03/04/99
",عزتي رضا, —— 
91479,رياضيات مهندسي  ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه18:45 16:30 کلاس 116b,10:30,"
03/04/99
",معدن دار فاطمه, —— 
91491,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه16:30 14:15 کلاس 303f,08:00,"
24/03/99
",ربيعي حميدرضا, —— 
91408,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه18:45 16:30 کلاس 301f,08:00,"
24/03/99
",ربيعي حميدرضا, —— 
11134,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه12:45 10:30 کلاس a2,10:30,"
29/03/99
",خضرلو سعيد, —— 
11136,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه12:45 10:30 کلاس a2,08:00,"
29/03/99
",آزادگان الهام, —— 
11138,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه19:00 16:30 کلاس a2,08:00,"
31/03/99
",مقصودي شورابي داود, —— 
11140,رياضي عمومي 2  ,کارشناسي,  3,--,--,مختلط, ,1,سه شنبــه19:00 16:30 کلاس a2,08:00,"
31/03/99
",مومن نژاداسطلكي زهرا, —— 
91334,رياضيات مهندسي  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه16:15 14:00 کلاس 116b,10:30,"
03/04/99
",هاشمي زاده الهام السادات, —— 
91336,رياضيات مهندسي  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه19:00 16:30 کلاس a4,10:30,"
03/04/99
",دريلي قوجالار حسام الدين, —— 
91478,رياضيات مهندسي  ,کارشناسي,  3,--,--,مختلط, ,8,يکشنـــبه16:15 14:00 کلاس a5,10:30,"
03/04/99
",ميروكيلي منيرالسادات, —— 
91493,رياضيات مهندسي  ,کارشناسي,  3,--,--,مختلط, ,-1,سه شنبــه16:15 14:00 کلاس 6علوم,10:30,"
03/04/99
",دريلي قوجالار حسام الدين, —— 
91453,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه16:15 14:00 کلاس 108پرستاري,08:00,"
24/03/99
",ربيعي حميدرضا, —— 
91215,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,--,--,مختلط, ,11,سه شنبــه10:15 08:00 کلاس 300f,08:00,"
24/03/99
",پيشوايي عبدالرضا, —— 
91216,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,--,--,مختلط, ,15,سه شنبــه12:45 10:30 کلاس 300f,08:00,"
24/03/99
",پيشوايي عبدالرضا, —— 
91218,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,--,--,مختلط, ,7,چهار شنبه16:15 14:00 کلاس 303f,08:00,"
24/03/99
",پيشوايي عبدالرضا, —— 
91486,سيستم هاي اطلاعات مديريت  ,کارشناسي,  3,--,--,مختلط, ,28,سه شنبــه18:45 16:30 کلاس 203f,14:00,"
26/03/99
",فلاح نژاد عباس, —— 
91302,سيستم هاي عامل  ,کارشناسي,  3,--,--,مختلط, ,15,چهار شنبه10:15 08:00 کلاس 117b,14:00,"
19/03/99
",صالحي فريبا, —— 
91304,سيستم هاي عامل  ,کارشناسي,  3,--,--,مختلط, ,1,يکشنـــبه12:45 10:30 کلاس 117b,14:00,"
19/03/99
",حريفي ساسان, —— 
91306,سيگنالها و سيستم ها  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس 300f,10:30,"
31/03/99
",خورشيد طلب آيدا, —— 
91489,سيگنالها و سيستم ها  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه18:45 16:30 کلاس 201f,10:30,"
31/03/99
",امجديان محسن, —— 
91456,سيگنالها و سيستم ها  ,کارشناسي,  3,--,--,مختلط, ,12,يکشنـــبه10:30 08:   کلاس 202f,08:00,"
01/04/99
",فرجادي نسب محمدرضا, —— 
91344,طراحي زبان هاي برنامه سازي  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه12:45 10:30,10:30,"
25/03/99
",باغباني مجتبي, —— 
91498,طراحي كامپيوتري سيستم هاي ديجيتال  ,کارشناسي,  3,--,--,مختلط, ,6,شنبـــــه16:30 14:00 کلاس a4,08:00,"
21/03/99
",الياسي علي, —— 
91217,ريزپردازنده و زبان اسمبلي  ,کارشناسي,  3,--,--,مختلط, ,5,چهار شنبه10:15 08:00 کلاس 301f,08:00,"
24/03/99
",پيشوايي عبدالرضا, —— 
91288,سيستم هاي اطلاعات مديريت  ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه18:45 16:30 کلاس 116b,14:00,"
26/03/99
",انشائي محمد وحيد, —— 
91300,سيستم هاي عامل  ,کارشناسي,  3,--,--,مختلط, ,2,سه شنبــه12:45 10:30 کلاس 303f,14:00,"
19/03/99
",الماسي ساناز, —— 
91303,سيستم هاي عامل  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه10:15 08:00 کلاس 117b,14:00,"
19/03/99
",حريفي ساسان, —— 
91305,سيگنالها و سيستم ها  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه16:15 14:00 کلاس 304f,10:30,"
31/03/99
",خورشيد طلب آيدا, —— 
91307,سيگنالها و سيستم ها  ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه16:15 14:00 کلاس 117b,10:30,"
31/03/99
",خورشيد طلب آيدا, —— 
91474,سيگنالها و سيستم ها  ,کارشناسي,  3,--,--,مختلط, ,9,چهار شنبه16:15 14:00 کلاس 201f,10:30,"
31/03/99
",دهقاني تفتي عبدالرضا, —— 
91343,طراحي زبان هاي برنامه سازي  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه16:15 14:00 کلاس 301f,10:30,"
25/03/99
",باغباني مجتبي, —— 
91506,طراحي زبان هاي برنامه سازي  ,کارشناسي,  3,--,--,مختلط, ,11,دوشـــنبه10:15 08:00 کلاس 1علوم,10:30,"
25/03/99
",سرشار محمدرضا, —— 
91347,طراحي كامپيوتري سيستم هاي ديجيتال  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه12:45 10:30 کلاس 103f,08:00,"
21/03/99
",خورشيد طلب آيدا, —— 
91348,طراحي كامپيوتري سيستم هاي ديجيتال  ,کارشناسي,  3,--,--,مختلط, ,1,دوشـــنبه12:45 10:30 کلاس 116b,08:00,"
21/03/99
",خورشيد طلب آيدا, —— 
91350,طراحي كامپيوتري سيستم هاي ديجيتال  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه10:15 08:00 کلاس 302f,08:00,"
21/03/99
",شميراني حميدرضالطفعلي, —— 
11053,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه19:00 16:30 کلاس 111b,16:30,"
26/03/99
",نيلفروشان دردشتي بهنام, —— 
11055,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,16,يکشنـــبه19:00 16:30 کلاس 111b,16:30,"
26/03/99
",محمودي عظيم, —— 
11057,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه19:00 16:30 کلاس 111b,08:00,"
26/03/99
",البرزي اوانكي زهرا, —— 
11059,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه19:00 16:30 کلاس 111b,10:30,"
26/03/99
",نيك خواه لاله, —— 
11061,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,9,چهار شنبه19:00 16:30 کلاس 111b,16:30,"
26/03/99
",محمودي عظيم, —— 
11063,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,2,پنج شنـبه19:00 16:30 کلاس 111b,10:30,"
26/03/99
",ترابي فاطمه, —— 
11066,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,17,يکشنـــبه19:00 16:30 کلاس 112b,10:30,"
26/03/99
",ملهم حسين, —— 
11068,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه19:00 16:30 کلاس a1,10:30,"
26/03/99
",ترابي بشكاني الهه سادات, —— 
91349,طراحي كامپيوتري سيستم هاي ديجيتال  ,کارشناسي,  3,--,--,مختلط, ,1,چهار شنبه12:45 10:30 کلاس 117b,08:00,"
21/03/99
",خورشيد طلب آيدا, —— 
11052,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه12:45 10:30 کلاس a1,16:30,"
26/03/99
",محمودي داريان معصومه, —— 
11054,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه12:45 10:30 کلاس 111b,08:00,"
26/03/99
",ايماني خديجه, —— 
11056,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه12:45 10:30 کلاس a5,14:00,"
26/03/99
",رنجگر آيرين, —— 
11058,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه12:45 10:30 کلاس 111b,08:00,"
26/03/99
",بوستان الهام, —— 
11060,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس 111b,14:00,"
26/03/99
",قرآن نويس زهره, —— 
11062,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,پنج شنـبه12:45 10:30 کلاس 306f,14:00,"
26/03/99
",طالب تاش محمدرحيم, —— 
11065,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه12:45 10:30 کلاس a8,16:30,"
26/03/99
",مرادي محمد, —— 
11067,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,1,دوشـــنبه12:45 10:30 کلاس a8,08:00,"
26/03/99
",بوستان الهام, —— 
10051,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه10:15 08:00 کلاس a1,16:30,"
26/03/99
",محمودي داريان معصومه, —— 
10052,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,1,شنبـــــه16:15 14:00 کلاس a1,16:30,"
26/03/99
",محمودي داريان معصومه, —— 
10055,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس a5,14:00,"
26/03/99
",رنجگر آيرين, —— 
10057,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه10:15 08:00 کلاس 111b,08:00,"
26/03/99
",بوستان الهام, —— 
10060,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,4,چهار شنبه16:15 14:00 کلاس 111b,16:30,"
26/03/99
",محمودي عظيم, —— 
10062,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس 111b,10:30,"
26/03/99
",ترابي فاطمه, —— 
10065,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه16:15 14:00 کلاس 112b,10:30,"
26/03/99
",ملهم حسين, —— 
10067,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس 117b,08:00,"
26/03/99
",وزيري نيما, —— 
10075,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه12:45 10:30 کلاس a3,10:30,"
02/04/99
",صولتي الميرا, —— 
10077,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,12,چهار شنبه12:45 10:30 کلاس a1,14:00,"
02/04/99
",محمودي داريان معصومه, —— 
10079,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,1,پنج شنـبه12:45 10:30 کلاس 112b,08:00,"
02/04/99
",ايماني خديجه, —— 
10054,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,2,يکشنـــبه16:15 14:00 کلاس 111b,16:30,"
26/03/99
",محمودي عظيم, —— 
10056,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس a6,14:00,"
26/03/99
",رنجگر آيرين, —— 
10058,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه16:15 14:00 کلاس 111b,10:30,"
26/03/99
",نيك خواه لاله, —— 
10061,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,پنج شنـبه10:15 08:00 کلاس 306f,14:00,"
26/03/99
",طالب تاش محمدرحيم, —— 
10064,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه10:15 08:00 کلاس a8,16:30,"
26/03/99
",مرادي محمد, —— 
10066,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس a8,08:00,"
26/03/99
",بوستان الهام, —— 
10068,فيزيك (1).   ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه10:15 08:00 کلاس a3,14:00,"
26/03/99
",صولتي الميرا, —— 
10076,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,2,سه شنبــه19:00 16:30 کلاس 112b,14:00,"
02/04/99
",البرزي اوانكي زهرا, —— 
10078,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,11,چهار شنبه19:00 16:30 کلاس 112b,16:30,"
02/04/99
",جمشيدي نوشين, —— 
10082,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه16:15 14:00 کلاس 113b,10:30,"
02/04/99
",منصفي مهرداد, —— 
10083,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه16:30 14:15 کلاس 207f,16:30,"
02/04/99
",ياسريان كيومرث, —— 
10086,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,5,شنبـــــه19:00 16:30 کلاس 113b,16:30,"
02/04/99
",ملهم حسين, —— 
10089,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه12:45 10:30 کلاس 113b,08:00,"
02/04/99
",ايماني خديجه, —— 
11076,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه10:15 08:00 کلاس a1,14:00,"
02/04/99
",محمودي داريان معصومه, —— 
11078,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,پنج شنـبه10:15 08:00 کلاس 112b,08:00,"
02/04/99
",ايماني خديجه, —— 
11080,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه16:15 14:00 کلاس 113b,10:30,"
02/04/99
",دژم لعيا, —— 
11083,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس 113b,08:00,"
02/04/99
",ايماني خديجه, —— 
11085,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,1,دوشـــنبه19:00 16:30 کلاس 113b,16:30,"
02/04/99
",ملهم حسين, —— 
11087,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه19:00 16:30 کلاس 113b,10:30,"
02/04/99
",منصفي مهرداد, —— 
11089,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه19:00 16:30 کلاس 113b,10:30,"
02/04/99
",طالب تاش محمدرحيم, —— 
10084,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,4,چهار شنبه16:15 14:00 کلاس a4,16:30,"
02/04/99
",جمشيدي نوشين, —— 
10088,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,4,يکشنـــبه19:00 16:30 کلاس 113b,16:30,"
02/04/99
",جمشيدي نوشين, —— 
11075,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه16:15 14:00 کلاس a4,10:30,"
02/04/99
",صولتي الميرا, —— 
11077,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,4,چهار شنبه16:15 14:00 کلاس a1,14:00,"
02/04/99
",محمودي داريان معصومه, —— 
11079,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس 112b,08:00,"
02/04/99
",ايماني خديجه, —— 
11082,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه16:15 14:00 کلاس 113b,16:30,"
02/04/99
",جمشيدي نوشين, —— 
11084,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه16:15 14:00 کلاس 113b,16:30,"
02/04/99
",ملهم حسين, —— 
11086,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,سه شنبــه12:45 10:30 کلاس 113b,10:30,"
02/04/99
",شمس الدين سيده حديث, —— 
11088,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,چهار شنبه12:45 10:30 کلاس 112b,16:30,"
02/04/99
",ياسريان كيومرث, —— 
11090,فيزيك (2).   ,کارشناسي,  3,--,--,مختلط, ,0,پنج شنـبه12:45 10:30 کلاس 113b,14:00,"
02/04/99
",قرآن نويس زهره, —— 
91457,كارآموزي  ,کارشناسي,  0,تخصصي,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
", , —— 
91459,كارآموزي  ,کارشناسي,  0,تخصصي,تخصصي,مختلط, ,1, ,00:00,"
  /  /  
", , —— 
91448,كارآموزي  ,کارشناسي,  0,تخصصي,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
", , —— 
91450,كارآموزي  ,کارشناسي,  0,تخصصي,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
", , —— 
91345,كارگاه برنامه نويسي مت لب  ,کارشناسي,  0,تخصصي,تخصصي,مختلط, ,0,يکشنـــبه13:00 11:30,00:00,"
  /  /  
",چوپاني قلعه رودخاني كيوان, —— 
91327,گرافيك كامپيوتري 1  ,کارشناسي,  3,--,--,مختلط, ,3,پنج شنـبه16:15 14:00 کلاس 302f,10:30,"
03/04/99
",باستان فرد اعظم, —— 
91289,مباحث ويژه1  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه10:15 08:00 کلاس 303f,14:00,"
01/04/99
",فتحي رضا, —— 
91291,مباحث ويژه1  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه18:45 16:30 کلاس 202f,14:00,"
01/04/99
",نيك روان شلماني عليرضا, —— 
91283,مباني داده كاوي  ,کارشناسي,  3,--,--,مختلط, ,5,چهار شنبه12:45 10:30 کلاس 301f,10:30,"
20/03/99
",خليليان مجيد, —— 
91512,مباني رايانش امن  ,کارشناسي,  3,--,--,مختلط, ,1,شنبـــــه16:15 14:00 کلاس 304f,08:00,"
26/03/99
",ملامطلبي مهدي, —— 
91458,كارآموزي  ,کارشناسي,  0,تخصصي,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
", , —— 
91473,كارآموزي  ,کارشناسي,  0,تخصصي,تخصصي,مختلط, ,12, ,00:00,"
  /  /  
", , —— 
91449,كارآموزي  ,کارشناسي,  0,تخصصي,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
", , —— 
91451,كارآموزي  ,کارشناسي,  0,تخصصي,تخصصي,مختلط, ,0, ,00:00,"
  /  /  
", , —— 
91346,كارگاه برنامه نويسي مت لب  ,کارشناسي,  0,تخصصي,تخصصي,مختلط, ,0,يکشنـــبه15:30 14:00,00:00,"
  /  /  
",چوپاني قلعه رودخاني كيوان, —— 
91388,مباحث ويژه1  ,کارشناسي,  3,--,--,مختلط, ,1,دوشـــنبه16:15 14:00 کلاس 7علوم,14:00,"
01/04/99
",ملامطلبي مهدي, —— 
91290,مباحث ويژه1  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه12:45 10:30 کلاس 302f,14:00,"
01/04/99
",علي جماعت علي, —— 
91282,مباني داده كاوي  ,کارشناسي,  3,--,--,مختلط, ,0,پنج شنـبه10:15 08:00 کلاس 303f,10:30,"
20/03/99
",اميني امينه, —— 
91284,مباني داده كاوي  ,کارشناسي,  3,--,--,مختلط, ,0,يکشنـــبه10:15 08:00 کلاس 300f,10:30,"
20/03/99
",خليليان مجيد, —— 
91513,مباني رايانش امن  ,کارشناسي,  3,--,--,مختلط, ,0,دوشـــنبه10:15 08:00 کلاس 118b,08:00,"
26/03/99
",ملامطلبي مهدي, —— 
10182,محاسبات عددي   ,کارشناسي,  2,--,--,مختلط, ,26,پنج شنـبه11:15 09:45 کلاس a4,14:00,"
22/03/99
",اسحاقي كناري حسن, —— 
91490,مدارهاي الكتريكي  ,کارشناسي,  3,--,--,مختلط, ,1,پنج شنـبه16:15 14:00 کلاس 3علوم,10:30,"
25/03/99
",اسكندري ناصر, —— 
91297,مدارهاي الكتريكي  ,کارشناسي,  3,--,--,مختلط, ,0,پنج شنـبه16:15 14:00 کلاس 118b,10:30,"
21/03/99
",امجديان محسن, —— 
91299,مدارهاي الكتريكي  ,کارشناسي,  3,--,--,مختلط, ,0,شنبـــــه12:45 10:30 کلاس 203f,10:30,"
21/03/99
",ميريوسفي ميرهاشم, —— 
